Exported at 29/04/2024 11:07:20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Core ID:,Nowe standardy mokre 1x15 he 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Comments:,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
XRF Measurement Mode:,He - 15x1mm, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Depth,Depth In Core,Time Stamp,Laser Profiler,XRF Total Live Time,XRF Total Counts,,XRF Elements(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,XRF Oxides(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
cm,cm,,mm,Seconds,Beam 1,Beam 2,LE (Value),Mg (Value),Mg (Error),Al (Value),Al (Error),Si (Value),Si (Error),P (Value),P (Error),S (Value),S (Error),K (Value),K (Error),Ca (Value),Ca (Error),Ti (Value),Ti (Error),V (Value),V (Error),Cr (Value),Cr (Error),Mn (Value),Mn (Error),Fe (Value),Fe (Error),Ni (Value),Ni (Error),Cu (Value),Cu (Error),Zn (Value),Zn (Error),As (Value),As (Error),Sr (Value),Sr (Error),Zr (Value),Zr (Error),Mo (Value),Mo (Error),Ba (Value),Ba (Error),Pb (Value),Pb (Error),U (Value),U (Error),LE (Value),MgO (Value),MgO (Error),Al2O3 (Value),Al2O3 (Error),SiO2 (Value),SiO2 (Error),P2O5 (Value),P2O5 (Error),SO3 (Value),SO3 (Error),K2O (Value),K2O (Error),CaO (Value),CaO (Error),TiO2 (Value),TiO2 (Error),V2O5 (Value),V2O5 (Error),Cr2O3 (Value),Cr2O3 (Error),Mn2O3 (Value),Mn2O3 (Error),Fe2O3 (Value),Fe2O3 (Error),NiO (Value),NiO (Error),CuO (Value),CuO (Error),ZnO (Value),ZnO (Error),As2O3 (Value),As2O3 (Error),SrO (Value),SrO (Error),ZrO2 (Value),ZrO2 (Error),MoO2 (Value),MoO2 (Error),BaO (Value),BaO (Error),PbO (Value),PbO (Error),UO2 (Value),UO2 (Error)
1,1,29/04/2024 10:05:06*,-2.51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.1,1.1,29/04/2024 10:05:06*,-2.368, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.2,1.2,29/04/2024 10:05:06*,-2.555, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.3,1.3,29/04/2024 10:05:06*,-2.346, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.4,1.4,29/04/2024 10:05:06*,-2.017, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.5,1.5,29/04/2024 10:05:06*,-1.352, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.6,1.6,29/04/2024 10:05:06*,-1.758, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.7,1.7,29/04/2024 10:05:06*,-0.136, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.8,1.8,29/04/2024 10:05:06*,-1.752, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.9,1.9,29/04/2024 10:05:06*,-3.064, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,2,29/04/2024 10:05:06*,-2.61, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.11,2.1,29/04/2024 10:05:06*,-2.305, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.21,2.2,29/04/2024 10:05:06*,-2.216, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.31,2.3,29/04/2024 10:05:06*,-3.533, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.41,2.4,29/04/2024 10:05:06*,-2.751, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.51,2.5,29/04/2024 10:05:06*,-3.515, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.61,2.6,29/04/2024 10:05:06*,-3.552, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.71,2.7,29/04/2024 10:05:06*,-3.348, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.81,2.8,29/04/2024 10:05:06*,-3.576, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.91,2.9,29/04/2024 10:05:06*,-3.017, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
IAEA-478,3,29/04/2024 10:05:06,-2.603,16.1,790412,584541,981701.46,111.07,1086.67,1002.59,271.06,12108.22,466.17,44.66,36.3,135.89,23.93,1230.25,198.24,719.43,52.13,332.82,47.76,123.26,44.11,51.41,25.58,50.26,9.58,2295.26,205.97,3.78,0.46,5.51,0.25,7.59,2.1,0,0,9.31,1.78,34.43,3.73,0.67,3.94,4.36,19.09,15.25,6.24,12.54,4.23,35231.71,184.19,1801.99,1894.35,512.15,25903.53,997.3,102.33,83.17,339.31,59.76,1481.96,238.8,1006.63,72.94,555.3,79.68,220.04,78.74,75.14,37.39,72.22,13.77,3281.63,294.48,4.81,0.59,6.9,0.31,9.44,2.61,0,0,11.01,2.1,46.51,5.04,0.89,5.26,4.87,21.32,16.42,6.73,14.22,4.8
IAEA-478,3.1,29/04/2024 10:05:06,-2.584,16,807863,584287,980599.14,136.66,1205.3,1083.51,293.18,13198.23,504.3,0,0,54.77,26.06,1270.71,204.73,708.93,52.83,377.89,51.18,121.11,44.73,86.99,32.23,84.8,21.7,2186.48,195.68,3.75,0.47,5.55,0.25,9.22,2.18,0,0,9.75,1.83,35.8,3.8,0,0,0,0,14.88,6.42,11.84,4.31,37503.04,226.63,1998.72,2047.24,553.95,28235.43,1078.87,0,0,136.77,65.08,1530.7,246.62,991.94,73.92,630.5,85.4,216.21,79.84,127.14,47.11,121.84,31.18,3126.11,279.78,4.77,0.59,6.95,0.31,11.48,2.71,0,0,11.53,2.17,48.36,5.14,0,0,0,0,16.03,6.92,13.43,4.89
IAEA-478,3.2,29/04/2024 10:05:06,-3.869,16,827913,585099,976230.46,142.76,1287.61,1628.09,383.36,16814.44,626.89,26.18,41.94,73.63,28.19,1477.43,233.63,726.69,54.56,373.2,51.64,137.92,46.45,55.07,27.03,15.49,3.31,2192.32,196.04,3.98,0.48,5.71,0.25,10.43,2.23,0,0,10.21,1.91,43.27,4,0.49,4.05,4.63,20.04,17.69,6.69,9.91,4.38,46562.95,236.73,2135.22,3076.21,724.34,35971.73,1341.12,59.98,96.09,183.86,70.4,1779.72,281.43,1016.79,76.34,622.69,86.16,246.22,82.92,80.48,39.5,22.26,4.76,3134.46,280.29,5.06,0.61,7.14,0.32,12.98,2.78,0,0,12.07,2.26,58.45,5.4,0.65,5.4,5.17,22.37,19.06,7.21,11.24,4.96
IAEA-478,3.3,29/04/2024 10:05:06,-3.068,15.9,844909,584490,972479.23,137.83,1284.47,1959.88,435.41,19867.17,729.73,5.11,43.81,101.31,29.76,1532.56,242.31,720.51,56.27,469.31,58.71,154.4,47.76,67.88,29.6,79.95,22.64,2295.04,205.53,3.96,0.49,41.18,3.18,9.86,2.29,0,0,9.71,1.91,38.04,3.96,0.1,4.17,2.23,20.57,13.86,6.69,10.89,4.52,54268.84,228.56,2130,3703.12,822.69,42502.53,1561.14,11.71,100.39,252.95,74.32,1846.13,291.88,1008.14,78.74,783.04,97.96,275.62,85.26,99.22,43.27,114.88,32.53,3281.32,293.85,5.03,0.63,51.54,3.99,12.27,2.86,0,0,11.48,2.26,51.38,5.35,0.14,5.57,2.49,22.96,14.92,7.21,12.36,5.13
IAEA-478,3.4,29/04/2024 10:05:06,-2.656,15.9,862702,584840,969894.32,216.14,1286.53,2475.43,506.24,21758.26,793.66,51.24,48.84,112.51,31.28,1620.8,255.25,752.84,57.77,355.56,52.36,125.49,48.66,61.82,28.97,44.97,8.95,2409.27,216.39,3.93,0.5,34.77,2.41,8.93,2.31,0,0,9.84,1.94,37.49,4.1,0,0,0,0,13.65,6.84,12.73,4.71,59555.94,358.42,2133.42,4677.24,956.52,46548.19,1697.91,117.4,111.9,280.93,78.1,1952.43,307.48,1053.38,80.83,593.25,87.37,224.02,86.88,90.35,42.34,64.62,12.85,3444.65,309.38,5,0.63,43.53,3.01,11.11,2.88,0,0,11.63,2.3,50.64,5.54,0,0,0,0,14.71,7.37,14.44,5.34
IAEA-478,3.5,29/04/2024 10:05:06,-4.016,15.9,878131,584729,965022.39,306.45,1402.91,3367.29,642.13,25275.92,911.92,4.44,4.06,0,0,1926.99,297.96,812.52,59.96,375.69,54.65,164.4,50.76,57.56,29.02,95.54,24.42,2470.19,221.92,4.44,0.52,34.68,2.36,8.7,2.37,0.18,0.16,8.5,1.86,35.97,4.21,0.59,4.4,1.72,21.73,15.38,6.84,10.44,4.89,69235.89,508.19,2326.41,6362.38,1213.28,54073.65,1950.9,10.17,9.31,0,0,2321.27,358.93,1136.89,83.89,626.83,91.18,293.48,90.62,84.13,42.41,137.28,35.08,3531.73,317.29,5.65,0.66,43.42,2.95,10.83,2.95,0.24,0.22,10.05,2.2,48.58,5.68,0.79,5.87,1.92,24.26,16.57,7.36,11.85,5.54
IAEA-478,3.6,29/04/2024 10:05:06,-3.037,15.8,889586,586148,961541.93,194.57,1418.73,3797.38,705.89,28202.66,1009.75,28.78,52.68,0,0,1913.57,296.69,853.29,61.79,451.63,59.76,180.41,51.47,102.46,37.3,44.64,8.95,2532.34,227.55,4,0.52,47.81,3.92,12.37,2.51,0.02,0.17,12.18,2.24,42.02,4.38,0.5,4.47,8.3,21.93,17.67,7.4,11.48,5.04,76501.15,322.66,2352.64,7175.01,1333.76,60334.94,2160.18,65.93,120.71,0,0,2305.09,357.4,1193.93,86.46,753.54,99.7,322.06,91.87,149.75,54.51,64.14,12.87,3620.59,325.34,5.1,0.66,59.85,4.91,15.39,3.13,0.03,0.23,14.41,2.65,56.76,5.91,0.66,5.96,9.27,24.48,19.04,7.97,13.02,5.71
IAEA-478,3.7,29/04/2024 10:05:06,-2.182,15.8,891995,585832,962265.07,258.13,1442.26,3573.64,677.32,28005.57,1003.58,34.38,54.17,0,0,1899.32,295.06,775.29,60.93,466.54,61.02,141.02,50.96,78.76,32.71,93.25,24.4,2225.88,198.68,4.27,0.52,75.2,8.66,12.02,2.45,0,0,9.45,2.01,47.19,4.44,0,0,8.17,22.02,18.28,7.45,8.57,5,75234.78,428.05,2391.66,6752.25,1279.77,59913.28,2147,78.78,124.12,0,0,2287.93,355.43,1084.79,85.26,778.42,101.82,251.75,90.97,115.11,47.81,133.99,35.06,3182.44,284.07,5.44,0.66,94.13,10.84,14.96,3.05,0,0,11.17,2.38,63.75,5.99,0,0,9.12,24.59,19.69,8.02,9.73,5.67
IAEA-478,3.8,29/04/2024 10:05:06,-2.345,15.8,901736,583946,961143.98,245.76,1453.75,3731.64,700.47,29101.71,1040.29,40.44,55.62,0,0,1755.56,275.49,780,61.14,387.43,56.01,163.58,51.68,90.01,34.94,54.76,10.79,2335.1,208.99,4.01,0.52,66.39,6.93,8.63,2.45,0,0,8.02,1.86,43.88,4.36,0,0,13.46,22.11,17.39,7.46,8.25,5,77713.53,407.55,2410.73,7050.8,1323.52,62258.3,2225.52,92.66,127.45,0,0,2114.76,331.86,1091.38,85.55,646.42,93.46,292.02,92.26,131.56,51.06,78.68,15.5,3338.59,298.81,5.1,0.66,83.1,8.67,10.75,3.05,0,0,9.48,2.2,59.27,5.89,0,0,15.02,24.69,18.74,8.04,9.36,5.68
IAEA-478,3.9,29/04/2024 10:05:06,-2.491,15.8,905655,582039,959640.76,261.4,1456.78,4085.23,754.5,30272.77,1079.9,53.67,58.46,0,0,1885.58,293.98,799.76,62.2,394.83,56.83,185.45,52.41,78.44,32.93,29.7,6.23,2167.31,193.21,4.27,0.53,50.44,4.29,10.11,2.43,0.08,0.17,8.84,1.94,39.27,4.27,0,0,5.75,22.26,14.47,7.35,11.87,5.03,80855.43,433.48,2415.74,7718.89,1425.59,64763.6,2310.27,122.98,133.95,0,0,2271.37,354.13,1119.03,87.03,658.76,94.81,331.05,93.57,114.65,48.12,42.68,8.95,3098.7,276.24,5.44,0.67,63.14,5.38,12.58,3.03,0.1,0.23,10.45,2.3,53.04,5.76,0,0,6.42,24.86,15.59,7.92,13.46,5.7
4.01,4,29/04/2024 10:05:06*,-2.804, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.11,4.1,29/04/2024 10:05:06*,-3.551, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.21,4.2,29/04/2024 10:05:06*,-2.661, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.31,4.3,29/04/2024 10:05:06*,1.379, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.41,4.4,29/04/2024 10:05:06*,-1.336, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.51,4.5,29/04/2024 10:05:06*,-1.524, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.61,4.6,29/04/2024 10:05:06*,-2.313, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.71,4.7,29/04/2024 10:05:06*,-4.352, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.81,4.8,29/04/2024 10:05:06*,-4.864, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.91,4.9,29/04/2024 10:05:06*,-4.96, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.01,5,29/04/2024 10:05:06*,-5.038, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.11,5.1,29/04/2024 10:05:06*,-5.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.21,5.2,29/04/2024 10:05:06*,-5.645, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.31,5.3,29/04/2024 10:05:06*,-5.654, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.41,5.4,29/04/2024 10:05:06*,-4.498, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.51,5.5,29/04/2024 10:05:06*,-3.367, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.61,5.6,29/04/2024 10:05:06*,-3.053, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.71,5.7,29/04/2024 10:05:06*,-2.379, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.81,5.8,29/04/2024 10:05:06*,-2.867, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.91,5.9,29/04/2024 10:05:06*,-3.293, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6.01,6,29/04/2024 10:05:06*,-2.948, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
IAEA-465,6.1,29/04/2024 10:05:06,-2.395,15.7,939500,586492,958361.82,300.58,1633.35,7630.81,1288.1,22970.52,841.63,49.74,38.84,258.11,39.06,3966.29,587.3,880.9,64.17,492.96,63.8,201.61,53.67,75.73,32.86,41.67,8.56,4671.21,433.93,4.5,0.58,12.05,0.57,12.22,2.75,0.05,0.18,6.24,1.66,15.09,4.26,0.55,4.85,10.92,22.76,20.34,7.88,16.08,5.46,78975.58,498.45,2708.54,14418.13,2433.82,49141.64,1800.53,113.96,88.99,644.49,97.54,4777.81,707.46,1232.56,89.79,822.5,106.44,359.91,95.81,110.69,48.03,59.87,12.3,6678.64,620.4,5.73,0.73,15.08,0.71,15.21,3.42,0.07,0.24,7.38,1.97,20.38,5.75,0.74,6.47,12.19,25.42,21.91,8.49,18.24,6.19
IAEA-465,6.2,29/04/2024 10:05:06,-2.253,15.6,958164,592125,950374.12,372.49,1681.62,8794.3,1467.16,27254.86,985.32,56.09,44.18,290.05,40.71,4714.09,695.5,957.29,68.05,623.59,74.02,211.07,56.23,102.99,38.89,79.6,15.36,6006.57,563.61,4.42,0.6,68.98,6.63,12.17,2.86,0,0,8.89,2.1,20.81,4.61,0.83,5.28,3.72,23.91,23.81,8.68,19.25,6.06,93880.79,617.69,2788.59,16616.5,2772.14,58307.27,2107.93,128.53,101.22,724.23,101.66,5678.61,837.81,1339.44,95.21,1040.45,123.51,376.8,100.38,150.52,56.84,114.38,22.07,8587.86,805.82,5.62,0.76,86.35,8.31,15.15,3.55,0,0,10.51,2.48,28.12,6.22,1.11,7.05,4.15,26.7,25.65,9.35,21.84,6.88
IAEA-465,6.3,29/04/2024 10:05:06,-2.237,15.6,965821,593343,947455.68,196.76,1658.37,9087.98,1512.19,29210.64,1050.47,33.6,61.62,348.65,41.4,5023.24,740.22,1076.25,70.38,631.69,74.73,201.44,56.87,93.09,37.3,104.62,19.61,6374.16,599.29,4.97,0.63,56.5,4.65,14.9,3.07,0.05,0.2,9.3,2.16,22.93,4.74,0,0,15.3,24.27,18.81,8.64,19.44,6.1,99503.86,326.28,2750.03,17171.4,2857.22,62491.34,2247.3,76.99,141.18,870.54,103.37,6051.02,891.67,1505.89,98.47,1053.96,124.69,359.61,101.53,136.05,54.51,150.32,28.17,9113.41,856.83,6.33,0.8,70.73,5.82,18.55,3.82,0.06,0.27,11,2.55,30.97,6.41,0,0,17.08,27.1,20.27,9.31,22.05,6.92
