standard_ID,element,measured_conc,standard_conc,configuration,measured_ca,standard_ca,measured_ratio,standard_ratio,measured_ratio_log,standard_ratio_log,ratio_id_log
IAEA-458,Pb,20.108333333333334,35.5,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Pb/Ca)
IAEA-458,Sr,38.56666666666667,124,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Sr/Ca)
IAEA-458,V,84.81,99.8,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(V/Ca)
IAEA-458,Zn,47.60333333333333,154,"Dry, WS 10 x 15 mm",NA,NA,NA,NA,NA,NA,log(Zn/Ca)
IAEA-461,Cr,45.763333333333335,27,"Dry, WS 10 x 15 mm",4539.945000000001,9270,0.010080151484948239,0.002912621359223301,-4.5971869881831635,-5.838701792555572,log(Cr/Ca)
IAEA-461,Cu,10.701666666666668,26.1,"Dry, WS 10 x 15 mm",4539.945000000001,9270,0.0023572238577045904,0.0028155339805825243,-6.050270683846665,-5.872603344231253,log(Cu/Ca)
IAEA-461,Fe,1145.2383333333332,2600,"Dry, WS 10 x 15 mm",4539.945000000001,9270,0.2522581954920892,0.28047464940668826,-1.3773021307138968,-1.2712719345503274,log(Fe/Ca)
IAEA-461,Mn,114.165,333,"Dry, WS 10 x 15 mm",4539.945000000001,9270,0.025146780412538036,0.035922330097087375,-3.683025406037103,-3.326396168579457,log(Mn/Ca)
IAEA-461,Pb,10.201666666666666,25.8,"Dry, WS 10 x 15 mm",4539.945000000001,9270,0.0022470903648979593,0.002783171521035599,-6.098119070789644,-5.884164166632329,log(Pb/Ca)
IAEA-461,V,36.485,6.86,"Dry, WS 10 x 15 mm",4539.945000000001,9270,0.008036440970099857,7.400215749730313e-4,-4.8237689592069835,-7.208831216822107,log(V/Ca)
IAEA-461,Zn,56.54166666666667,156,"Dry, WS 10 x 15 mm",4539.945000000001,9270,0.012454262478216512,0.016828478964401296,-4.385692346937644,-4.084682651310364,log(Zn/Ca)
IAEA-470,Cr,13.388333333333334,0.97,"Dry, WS 10 x 15 mm",1445.5683333333334,2430,0.009261639885581334,3.991769547325103e-4,-4.681874152527941,-7.826105743819303,log(Cr/Ca)
IAEA-470,Cu,78.345,146,"Dry, WS 10 x 15 mm",1445.5683333333334,2430,0.05419667697018819,0.060082304526748974,-2.9151356829292356,-2.812039914626258,log(Cu/Ca)
IAEA-470,Fe,123.99833333333332,131,"Dry, WS 10 x 15 mm",1445.5683333333334,2430,0.08577825791701302,0.053909465020576135,-2.455989708831115,-2.9204492131334425,log(Fe/Ca)
IAEA-470,Mg,1348.2283333333337,3080,"Dry, WS 10 x 15 mm",1445.5683333333334,2430,0.9326631624701244,1.2674897119341564,-0.06971116961187379,0.237038339633026,log(Mg/Ca)
IAEA-470,Mn,36.76166666666667,67,"Dry, WS 10 x 15 mm",1445.5683333333334,2430,0.02543059765420982,0.02757201646090535,-3.671802197889166,-3.590953916943628,log(Mn/Ca)
IAEA-470,Pb,1.9666666666666663,0.361,"Dry, WS 10 x 15 mm",1445.5683333333334,2430,0.0013604799035212215,1.48559670781893e-4,-6.599917771242044,-8.81452385698385,log(Pb/Ca)
IAEA-470,Sr,3.105,20.6,"Dry, WS 10 x 15 mm",1445.5683333333334,2430,0.002147944118864437,0.008477366255144033,-6.143244118100165,-4.770355460539059,log(Sr/Ca)
IAEA-470,V,18.676666666666662,0.9,"Dry, WS 10 x 15 mm",1445.5683333333334,2430,0.012919947287168481,3.703703703703704e-4,-4.348982860576524,-7.90100705199242,log(V/Ca)
IAEA-470,Zn,313.97333333333336,727,"Dry, WS 10 x 15 mm",1445.5683333333334,2430,0.21719715774995071,0.29917695473251027,-1.5269497768737659,-1.206720058801075,log(Zn/Ca)
Lujaurite,Al,39164.09333333333,72186,"Dry, WS 10 x 15 mm",9452.995,23013,4.143035443616899,3.1367487941598227,1.4214287181194716,1.1431868476341736,log(Al/Ca)
Lujaurite,Cr,78.74166666666666,10,"Dry, WS 10 x 15 mm",9452.995,23013,0.008329811521815748,4.345370008256203e-4,-4.7879144494920505,-7.74122945963336,log(Cr/Ca)
Lujaurite,Cu,19.533333333333335,13,"Dry, WS 10 x 15 mm",9452.995,23013,0.002066364504935561,5.648981010733064e-4,-6.181964493577773,-7.478865195165869,log(Cu/Ca)
Lujaurite,Fe,21551.778333333332,622872,"Dry, WS 10 x 15 mm",9452.995,23013,2.2798888958825567,27.066093077825577,0.8241267119029388,3.2982817665690236,log(Fe/Ca)
Lujaurite,K,19180.898333333334,45741,"Dry, WS 10 x 15 mm",9452.995,23013,2.0290816120534636,1.9876156954764699,0.7075832828309498,0.6869357774126108,log(K/Ca)
Lujaurite,Mn,2366.358333333333,6000,"Dry, WS 10 x 15 mm",9452.995,23013,0.2503289521821743,0.2607222004953722,-1.384979417308871,-1.3442998044172139,log(Mn/Ca)
Lujaurite,Pb,15.513333333333334,43,"Dry, WS 10 x 15 mm",9452.995,23013,0.0016411024583566725,0.0018685091035501673,-6.412387032286595,-6.2826144369338435,log(Pb/Ca)
Lujaurite,S,37.218333333333334,650,"Dry, WS 10 x 15 mm",9452.995,23013,0.003937200150146417,0.02824490505366532,-5.53728543007389,-3.566842189737723,log(S/Ca)
Lujaurite,Si,99655.80333333332,244992,"Dry, WS 10 x 15 mm",9452.995,23013,10.542246487312571,10.645808890627038,2.3553906596159977,2.365166283305111,log(Si/Ca)
Lujaurite,Sr,1415.18,4600,"Dry, WS 10 x 15 mm",9452.995,23013,0.14970705051679387,0.19988702037978534,-1.89907489102504,-1.6100029701502196,log(Sr/Ca)
Lujaurite,Ti,1033.5583333333334,2900,"Dry, WS 10 x 15 mm",9452.995,23013,0.10933660002288516,0.12601573023942989,-2.213324081454353,-2.071348536652841,log(Ti/Ca)
Lujaurite,U,50.93,14,"Dry, WS 10 x 15 mm",9452.995,23013,0.005387710455786764,6.083518011558685e-4,-5.223634760596117,-7.4047572230121474,log(U/Ca)
Lujaurite,V,63.178333333333335,81,"Dry, WS 10 x 15 mm",9452.995,23013,0.006683419734521528,0.0035197497066875244,-5.008125486122649,-5.649365397954967,log(V/Ca)
Lujaurite,Zn,117.06333333333332,395,"Dry, WS 10 x 15 mm",9452.995,23013,0.012383729530517397,0.017164211532612002,-4.391371802609266,-4.064928787726284,log(Zn/Ca)
Lujaurite,Zr,3238.518333333333,11000,"Dry, WS 10 x 15 mm",9452.995,23013,0.3425917747056179,0.47799070090818235,-1.0712157018286088,-0.7381640008468984,log(Zr/Ca)
NCS DC60113 Gypsum,Fe,1426.8566666666668,4406,"Dry, WS 10 x 15 mm",86627.00833333333,200116,0.016471267958097367,0.022017230006596174,-4.106137751836157,-3.8159299500328943,log(Fe/Ca)
NCS DC60113 Gypsum,K,1471.7066666666667,3155,"Dry, WS 10 x 15 mm",86627.00833333333,200116,0.01698900487251811,0.01576585580363389,-4.075188916378109,-4.14990870241987,log(K/Ca)
NCS DC60113 Gypsum,Mg,11695.841666666667,29677,"Dry, WS 10 x 15 mm",86627.00833333333,200116,0.13501380102683527,0.1482989865877791,-2.002378275940411,-1.908524863389724,log(Mg/Ca)
NCS DC60113 Gypsum,S,64625.829999999994,13030,"Dry, WS 10 x 15 mm",86627.00833333333,200116,0.7460240315736787,0.06511223490375583,-0.2929974653914974,-2.731642807276292,log(S/Ca)
NCS DC60113 Gypsum,Si,18006.551666666666,33707,"Dry, WS 10 x 15 mm",86627.00833333333,200116,0.20786302116516586,0.16843730636230986,-1.5708759683120455,-1.781191667491,log(Si/Ca)
NCS DC60114 Gypsum,Fe,816.26,2658,"Dry, WS 10 x 15 mm",98318.8,216411,0.008302176186039699,0.012282185286330178,-4.791237607456541,-4.399605417182357,log(Fe/Ca)
NCS DC60114 Gypsum,K,769.1800000000001,1909,"Dry, WS 10 x 15 mm",98318.8,216411,0.007823325752551904,0.008821178221070093,-4.850645526784132,-4.7305998327298004,log(K/Ca)
NCS DC60114 Gypsum,Mg,6796.09,19242,"Dry, WS 10 x 15 mm",98318.8,216411,0.06912299580548176,0.08891414946560018,-2.6718678133323817,-2.420083987534338,log(Mg/Ca)
